Date,City,Temperature_C,Humidity_%,Rainfall_mm,WindSpeed_kmh
22/03/2024,Karachi,37.6,54.2,0.4,8.0
20/07/2024,Karachi,26.0,58.9,0.0,11.2
01/07/2024,Islamabad,17.1,49.2,0.0,22.5
05/09/2024,Lahore,14.8,82.0,0.0,16.0
2024-05-15,Karachi,33.1,60.2,0.0,4.3
25/06/2024,Lahore,26.9,63.1,1.4,10.9
2024-11-13,Islamabad,12.9,92.4,1.6,8.6
2024-09-08,Peshawar,13.9,74.9,0.0,6.8
2024-02-25,Islamabad,33.4,80.2,0.0,14.6
2024-03-21,Peshawar,31.0,55.1,0.0,13.5
07/03/2024,Lahore,33.4,40.1,0.0,9.2
04/05/2024,Multan,35.0,69.4,0.0,7.1
17/08/2024,Lahore,15.2,72.6,0.0,9.9
13/05/2024,Peshawar,32.6,45.9,0.0,11.3
11/09/2024,Multan,15.2,29.5,0.0,8.1
14/09/2024,Islamabad,13.9,68.3,0.0,6.6
2024-08-16,Lahore,15.6,54.6,0.0,1.5
2024-10-25,Peshawar,10.9,54.2,0.0,16.8
2024-11-03,Lahore,19.3,58.2,0.0,11.4
07/11/2024,Multan,19.1,63.5,0.0,12.3
17/07/2024,Islamabad,16.4,22.5,0.0,6.5
18/08/2024,Multan,21.4,65.3,0.0,13.0
06/11/2024,Lahore,15.4,42.1,0.0,15.0
2024-02-17,Lahore,29.8,69.9,0.0,9.0
05/05/2024,Multan,34.9,55.9,0.0,10.5
2024-07-03,Lahore,24.4,46.9,0.0,11.5
03/11/2024,Peshawar,13.6,27.0,0.0,12.0
2024-06-30,Lahore,24.5,54.5,0.0,20.8
17/11/2024,Peshawar,13.1,51.9,0.7,8.3
2024-02-03,Islamabad,26.4,51.8,0.0,-0.7
01/07/2024,Multan,27.3,60.7,2.2,18.2
2024-12-03,Lahore,23.0,67.5,2.3,11.0
22/02/2024,Multan,35.9,54.9,1.9,21.6
25/07/2024,Lahore,22.6,69.0,0.0,5.1
2024-08-21,Peshawar,13.5,40.0,0.0,9.4
2024-10-24,Karachi,15.1,52.7,0.0,11.2
2024-09-10,Lahore,15.5,74.2,0.0,9.7
11/11/2024,Islamabad,13.6,53.6,0.0,7.8
2024-12-19,Karachi,25.7,36.6,0.0,11.2
2024-10-02,Multan,18.3,70.3,0.0,11.1
23/02/2024,Karachi,34.1,51.9,0.0,12.5
30/09/2024,Multan,18.6,62.6,0.0,22.3
2024-07-07,Islamabad,18.4,47.8,0.0,8.4
2024-02-18,Lahore,30.6,63.8,0.0,15.0
2024-07-22,Karachi,27.2,100.0,0.0,12.9
16/11/2024,Peshawar,13.9,36.2,0.0,9.7
2024-05-28,Karachi,34.5,48.7,0.0,7.1
2024-05-04,Islamabad,29.8,59.5,0.0,10.3
10/11/2024,Lahore,,49.7,0.0,14.7
06/01/2024,Lahore,28.5,55.2,0.0,-18.8
19/05/2024,Lahore,30.5,49.2,0.0,16.0
2024-08-01,Peshawar,16.6,67.0,0.0,14.8
2024-02-27,Lahore,32.3,28.6,0.0,6.3
2024-09-25,Multan,17.4,65.8,0.0,22.7
12/11/2024,Peshawar,16.4,60.8,0.0,11.6
09/01/2024,Islamabad,24.3,59.0,1.4,6.4
20/11/2024,Multan,20.6,44.9,0.0,10.2
11/03/2024,Lahore,33.7,55.8,0.0,8.9
2024-09-03,Peshawar,16.7,43.6,0.0,12.1
2024-02-22,Peshawar,31.6,64.6,0.0,19.4
25/03/2024,Karachi,36.1,60.3,0.0,10.5
2024-07-27,Multan,22.9,31.3,0.3,18.8
28/10/2024,Islamabad,14.1,77.0,0.0,13.8
2024-08-03,Islamabad,14.7,48.8,0.0,16.1
2024-09-28,Peshawar,15.8,64.9,0.0,9.3
06/08/2024,Multan,20.0,36.6,0.3,7.9
2024-09-27,Islamabad,15.5,74.7,0.0,7.2
2024-10-29,Lahore,15.2,41.6,0.0,12.3
2024-12-22,Karachi,27.1,,0.0,15.3
16/04/2024,Peshawar,35.2,,0.0,10.0
2024-05-12,Lahore,31.7,74.6,0.0,11.7
2024-01-05,Islamabad,24.6,67.9,0.0,9.3
2024-09-28,Multan,16.6,26.2,0.0,10.9
2024-11-14,Karachi,17.3,59.7,0.0,14.9
2024-01-15,Islamabad,27.5,49.1,0.0,9.3
26/12/2024,Multan,27.1,71.6,0.0,20.3
24/01/2024,Multan,30.7,39.4,0.0,10.4
08/01/2024,Lahore,27.8,74.5,0.0,12.2
05/11/2024,Peshawar,13.0,50.4,0.0,13.3
29/01/2024,Multan,32.9,95.9,0.0,1.4
15/06/2024,Lahore,29.5,49.5,0.0,18.0
08/11/2024,Peshawar,13.6,42.8,3.6,12.6
22/10/2024,Peshawar,12.8,46.9,0.0,7.6
2024-09-03,Lahore,14.8,63.7,0.0,7.5
2024-09-05,Multan,20.7,53.6,0.0,9.5
2024-04-11,Islamabad,32.1,66.5,0.6,9.6
24/04/2024,Islamabad,27.6,14.6,0.0,13.0
18/11/2024,Karachi,22.1,30.5,0.0,15.8
12/02/2024,Islamabad,28.7,63.0,0.0,14.8
06/01/2024,Peshawar,20.9,42.4,0.0,16.1
13/02/2024,Peshawar,28.7,69.1,1.2,4.3
04/01/2024,Islamabad,22.9,50.5,0.0,14.4
16/05/2024,Multan,36.0,63.2,0.0,14.1
05/06/2024,Islamabad,31.9,52.7,0.0,5.6
30/05/2024,Islamabad,27.3,68.2,5.1,13.5
2024-04-16,Islamabad,28.8,49.9,0.0,1.3
27/05/2024,Karachi,34.5,41.7,0.0,16.6
15/07/2024,Lahore,22.8,44.8,0.0,8.2
2024-07-31,Lahore,,25.3,0.0,11.5
07/10/2024,Peshawar,15.5,46.5,0.0,6.3
24/09/2024,Peshawar,13.3,10.0,0.0,3.5
2024-10-19,Lahore,13.1,73.6,0.0,14.1
2024-10-24,Lahore,17.0,22.5,0.0,11.1
17/09/2024,Islamabad,11.4,61.5,0.0,24.7
11/09/2024,Karachi,19.9,52.4,0.0,11.5
15/04/2024,Peshawar,37.9,53.3,0.0,11.5
2024-06-06,Karachi,36.0,39.4,0.0,15.9
2024-01-13,Karachi,28.5,30.6,0.0,16.6
2024-01-21,Islamabad,27.0,12.4,0.0,22.6
15/01/2024,Karachi,34.6,25.8,0.1,12.0
29/03/2024,Lahore,32.7,46.3,0.6,8.8
19/12/2024,Multan,23.7,42.1,0.0,1.8
08/02/2024,Lahore,33.1,41.2,0.0,6.2
22/09/2024,Peshawar,14.1,51.9,5.0,14.8
2024-07-16,Multan,27.2,48.5,0.0,11.8
2024-06-29,Lahore,24.1,58.5,0.0,11.1
2024-10-20,Peshawar,12.9,58.1,0.0,13.2
2024-09-06,Multan,19.3,66.6,0.0,5.7
17/02/2024,Islamabad,30.5,76.5,0.0,8.0
01/06/2024,Peshawar,24.9,74.7,3.3,9.5
31/05/2024,Karachi,32.7,67.6,0.0,10.8
12/04/2024,Multan,37.5,62.7,0.0,8.9
2024-12-12,Multan,26.0,86.6,0.0,4.1
2024-04-24,Peshawar,33.9,66.0,0.0,18.8
2024-02-14,Lahore,31.7,56.2,0.0,15.1
14/02/2024,Peshawar,27.6,50.6,0.0,14.1
11/05/2024,Islamabad,30.9,35.1,0.0,16.0
02/04/2024,Karachi,36.8,43.6,0.0,4.9
08/10/2024,Islamabad,11.9,51.2,0.0,12.8
2024-10-21,Islamabad,10.5,64.5,0.0,7.3
14/06/2024,Lahore,27.5,45.1,0.0,3.9
2024-05-26,Lahore,33.6,63.9,0.0,22.4
30/08/2024,Lahore,18.5,45.7,0.0,9.9
2024-12-11,Lahore,25.0,25.4,0.0,18.2
24/03/2024,Karachi,36.5,57.8,0.0,4.5
2024-11-18,Islamabad,17.5,48.3,1.3,16.1
2024-07-16,Peshawar,20.6,49.7,2.6,-13.9
02/01/2024,Lahore,26.8,45.5,0.0,12.5
22/12/2024,Multan,26.0,60.4,0.0,3.8
04/04/2024,Peshawar,32.3,93.1,0.0,16.3
12/01/2024,Islamabad,27.4,82.4,0.0,13.9
30/01/2024,Peshawar,26.5,54.5,0.0,0.1
2024-06-30,Karachi,27.2,47.6,0.0,15.4
29/06/2024,Islamabad,20.9,37.7,0.0,6.2
27/11/2024,Peshawar,18.3,60.5,5.0,13.0
13/03/2024,Islamabad,30.0,66.1,0.0,4.9
07/02/2024,Peshawar,27.2,22.2,0.0,14.7
27/06/2024,Islamabad,23.2,59.5,0.0,17.1
2024-11-25,Lahore,15.6,49.5,0.0,4.7
28/08/2024,Multan,17.7,64.1,0.0,15.3
11/10/2024,Peshawar,13.3,35.2,0.0,7.7
23/03/2024,Lahore,35.2,53.3,0.0,13.4
2024-06-20,Multan,29.1,37.7,0.0,19.1
2024-10-06,Islamabad,9.5,73.4,0.0,10.7
2024-12-21,Peshawar,21.1,44.1,0.0,13.7
2024-03-29,Islamabad,34.4,36.3,0.0,8.8
2024-12-04,Karachi,23.5,38.9,0.2,7.6
2024-11-06,Peshawar,16.2,41.4,0.0,4.4
18/12/2024,Karachi,25.1,48.1,0.0,14.3
2024-07-21,Lahore,22.4,55.2,0.0,8.5
15/07/2024,Karachi,27.1,70.5,0.0,12.1
2024-06-30,Peshawar,,54.8,0.0,9.8
24/07/2024,Lahore,20.5,57.8,0.0,10.8
27/02/2024,Karachi,34.9,56.5,0.0,20.2
2024-06-04,Islamabad,26.6,58.3,0.0,19.9
2024-06-21,Lahore,24.5,58.1,0.0,7.7
2024-01-25,Islamabad,,59.2,0.0,4.1
30/09/2024,Lahore,13.9,63.4,0.0,1.6
22/02/2024,Lahore,32.8,76.1,3.1,11.1
2024-03-14,Islamabad,31.9,40.7,0.0,-1.6
2024-07-06,Multan,25.7,63.5,0.0,18.4
22/10/2024,Islamabad,13.2,47.6,0.0,6.1
23/07/2024,Karachi,26.0,46.8,0.0,15.5
2024-04-20,Lahore,35.6,40.7,0.0,14.1
2024-05-09,Karachi,34.3,73.3,0.0,13.3
28/02/2024,Lahore,32.1,,0.0,9.9
07/02/2024,Islamabad,,54.8,0.0,13.4
30/08/2024,Peshawar,14.2,52.3,0.0,9.3
2024-01-09,Lahore,25.8,51.7,0.9,4.6
2024-04-06,Islamabad,30.9,67.8,0.2,13.1
01/05/2024,Multan,34.3,47.3,0.0,8.7
2024-12-05,Multan,22.1,50.3,0.0,15.3
08/12/2024,Lahore,21.7,76.0,0.0,5.1
18/10/2024,Peshawar,14.7,29.9,0.0,-4.1
09/07/2024,Peshawar,22.8,,0.0,4.4
22/10/2024,Karachi,16.2,82.9,0.0,-14.7
17/05/2024,Peshawar,30.4,70.5,0.0,16.6
2024-03-09,Islamabad,,56.3,0.0,14.4
2024-10-30,Lahore,18.4,41.2,0.0,11.1
2024-03-05,Lahore,35.3,52.2,0.0,15.0
2024-04-19,Karachi,36.4,43.7,0.0,18.0
23/11/2024,Islamabad,12.7,27.5,0.9,14.0
2024-01-18,Peshawar,27.9,80.2,0.0,10.4
05/07/2024,Karachi,28.0,43.6,0.4,12.8
2024-03-10,Multan,38.5,37.7,0.0,4.9
12/08/2024,Karachi,22.0,67.1,0.0,14.1
2024-03-12,Peshawar,32.5,56.5,0.0,13.5
2024-03-31,Karachi,37.4,66.9,0.0,14.5
20/07/2024,Islamabad,20.5,71.3,0.1,6.3
14/07/2024,Multan,26.3,72.7,0.0,18.0
2024-05-22,Islamabad,24.9,86.9,0.0,10.0
2024-01-19,Multan,30.4,58.2,0.0,12.5
07/05/2024,Islamabad,31.9,54.4,0.0,17.2
19/01/2024,Karachi,33.2,73.3,0.0,12.9
28/10/2024,Lahore,17.1,42.8,0.0,6.7
16/01/2024,Lahore,24.0,58.9,0.3,6.0
2024-04-27,Multan,36.9,83.2,0.4,12.6
21/02/2024,Multan,38.3,70.5,0.0,10.3
19/02/2024,Islamabad,26.7,31.2,0.0,11.3
2024-10-06,Peshawar,12.2,45.2,0.0,18.6
2024-09-06,Lahore,,60.1,0.0,7.5
18/03/2024,Karachi,41.1,84.7,0.0,11.9
2024-05-24,Islamabad,29.6,67.2,1.9,15.6
2024-02-13,Islamabad,29.3,30.5,2.2,12.6
26/06/2024,Islamabad,,45.7,0.0,10.4
2024-03-04,Peshawar,30.1,49.4,0.0,25.3
2024-09-15,Islamabad,14.3,67.3,0.0,12.0
09/08/2024,Karachi,22.6,68.4,0.0,14.2
2024-01-05,Peshawar,25.9,77.9,0.0,5.8
2024-10-01,Islamabad,14.5,62.5,0.0,15.0
14/07/2024,Lahore,20.8,35.1,0.0,19.3
09/02/2024,Lahore,31.9,32.5,0.0,10.2
2024-06-01,Multan,30.2,68.7,0.0,14.0
26/02/2024,Multan,35.3,79.5,0.0,13.3
23/05/2024,Lahore,32.1,49.7,0.0,8.1
2024-01-02,Multan,27.8,55.7,0.0,11.5
2024-04-27,Peshawar,29.9,37.4,6.6,5.0
2024-01-13,Peshawar,25.5,57.5,0.0,1.0
2024-10-08,Peshawar,15.1,55.8,0.0,14.2
26/02/2024,Lahore,34.0,29.3,0.0,8.6
2024-05-07,Lahore,34.2,62.1,0.0,5.8
2024-12-10,Lahore,24.2,49.3,0.0,9.7
20/06/2024,Lahore,22.2,59.4,0.0,
2024-11-05,Islamabad,12.1,53.6,0.0,13.5
2024-11-18,Multan,18.9,66.2,2.1,14.1
2024-01-24,Karachi,31.3,62.4,0.0,10.9
12/12/2024,Islamabad,16.1,57.1,0.0,7.3
2024-12-23,Karachi,25.6,44.2,0.0,7.7
14/09/2024,Lahore,13.8,40.8,0.0,9.2
2024-10-11,Lahore,13.8,61.1,0.0,8.2
26/01/2024,Multan,34.3,50.9,0.0,10.8
16/08/2024,Multan,20.9,46.3,0.7,22.5
15/04/2024,Multan,36.2,48.1,0.0,8.3
2024-01-08,Karachi,29.9,64.3,0.0,24.1
2024-06-12,Karachi,30.2,59.8,0.0,13.9
23/10/2024,Lahore,15.2,44.6,0.0,14.5
29/01/2024,Peshawar,26.8,56.2,0.5,9.7
13/09/2024,Islamabad,16.9,75.7,0.0,8.5
2024-10-03,Lahore,13.0,50.5,0.0,8.0
25/09/2024,Islamabad,14.9,62.0,0.0,15.2
27/11/2024,Karachi,20.5,27.0,0.0,22.2
2024-10-11,Multan,19.6,59.0,0.5,13.8
06/08/2024,Peshawar,21.9,57.0,1.6,12.6
2024-04-01,Karachi,34.0,48.0,0.0,13.8
01/01/2024,Multan,27.3,63.3,0.0,11.7
2024-12-11,Karachi,24.3,50.4,0.0,18.9
2024-07-18,Karachi,27.3,34.2,0.0,21.5
09/12/2024,Islamabad,19.3,50.4,0.0,8.2
2024-04-07,Islamabad,31.6,35.5,0.0,4.3
2024-08-07,Multan,22.5,52.6,0.0,14.2
2024-10-13,Multan,16.5,46.6,0.0,10.4
2024-03-27,Multan,37.8,58.5,0.0,17.5
2024-10-14,Peshawar,14.1,63.6,0.0,12.4
2024-10-26,Lahore,17.7,61.7,0.0,2.0
13/03/2024,Multan,37.9,,0.0,12.1
2024-11-29,Peshawar,17.8,47.3,0.0,17.7
22/05/2024,Peshawar,26.3,62.5,0.0,20.1
27/03/2024,Islamabad,32.5,39.8,0.0,6.3
2024-05-31,Islamabad,26.2,70.0,0.0,11.8
12/02/2024,Karachi,38.1,54.8,0.0,14.4
02/04/2024,Multan,39.3,38.8,0.0,4.8
01/02/2024,Karachi,38.1,65.5,0.0,11.9
20/10/2024,Karachi,20.8,61.6,5.4,11.9
04/01/2024,Lahore,26.0,83.4,0.0,10.6
2024-12-13,Karachi,24.1,53.6,0.0,4.8
04/08/2024,Peshawar,16.1,63.4,0.0,11.4
24/03/2024,Multan,38.6,70.8,0.0,15.8
15/09/2024,Karachi,18.3,69.3,0.0,10.7
06/11/2024,Karachi,19.9,55.1,0.0,13.1
27/10/2024,Lahore,17.3,45.2,0.0,10.7
22/08/2024,Lahore,14.6,58.9,0.0,12.0
2024-01-05,Multan,24.4,83.4,0.0,10.3
2024-06-24,Peshawar,24.7,38.1,0.5,12.2
2024-10-07,Lahore,12.1,44.4,0.2,17.0
2024-12-03,Multan,,51.2,0.0,13.8
21/04/2024,Peshawar,36.8,37.1,0.0,14.8
13/11/2024,Peshawar,15.3,37.8,0.0,5.0
2024-07-18,Multan,23.3,53.5,0.0,14.5
2024-11-29,Karachi,24.1,,0.0,-12.0
25/08/2024,Islamabad,13.2,43.0,0.0,15.7
21/01/2024,Lahore,29.4,61.9,0.0,11.9
04/08/2024,Lahore,19.3,45.4,0.0,12.4
2024-10-09,Islamabad,14.7,79.7,0.0,14.4
2024-03-10,Islamabad,30.6,34.9,0.0,8.5
18/09/2024,Peshawar,,65.4,0.0,17.7
2024-09-29,Karachi,18.6,42.1,0.0,17.6
28/01/2024,Islamabad,27.0,48.8,0.0,23.4
11/03/2024,Peshawar,32.7,68.1,0.0,17.4
2024-11-07,Lahore,16.6,54.4,0.0,6.3
24/06/2024,Multan,25.9,55.2,0.0,11.2
2024-07-27,Islamabad,18.3,80.1,0.0,10.8
2024-05-11,Multan,30.2,58.3,0.0,19.6
11/07/2024,Lahore,23.8,49.9,0.2,21.3
26/04/2024,Peshawar,32.3,41.4,0.0,13.0
2024-06-23,Peshawar,25.1,44.8,0.0,16.6
2024-03-02,Peshawar,30.9,45.0,0.0,8.0
03/10/2024,Peshawar,12.3,45.1,0.0,7.6
13/05/2024,Karachi,35.6,85.0,0.0,10.6
23/03/2024,Multan,34.9,34.1,0.0,18.2
2024-05-16,Peshawar,29.5,38.9,0.0,14.3
2024-07-19,Karachi,29.2,34.4,0.0,18.3
2024-08-29,Lahore,16.9,68.3,0.0,
19/02/2024,Peshawar,29.7,56.2,0.0,10.9
24/08/2024,Karachi,22.0,46.1,0.0,10.9
09/06/2024,Lahore,29.7,66.6,0.0,4.0
2024-01-30,Islamabad,29.0,29.6,2.4,14.3
2024-08-08,Multan,16.6,53.7,0.0,-0.5
2024-01-30,Lahore,31.6,69.6,0.0,13.4
2024-09-05,Islamabad,,43.2,0.0,18.4
2024-11-09,Karachi,21.4,67.8,0.0,11.8
26/06/2024,Lahore,30.4,54.5,1.1,13.6
26/03/2024,Islamabad,32.5,55.5,0.0,7.0
29/04/2024,Lahore,33.6,33.7,0.0,21.9
2024-10-06,Karachi,19.9,79.3,0.0,12.5
12/07/2024,Lahore,25.6,43.4,1.9,13.3
14/04/2024,Lahore,37.4,94.0,0.0,15.2
2024-02-21,Peshawar,28.8,43.7,0.0,10.8
05/08/2024,Islamabad,14.3,70.4,0.0,9.7
12/03/2024,Lahore,37.8,61.8,0.0,8.2
2024-11-04,Peshawar,15.6,48.3,0.0,6.3
2024-01-16,Islamabad,24.0,,0.0,9.2
2024-09-02,Multan,20.8,80.4,0.0,6.0
2024-10-21,Multan,18.3,,0.0,10.9
2024-06-24,Islamabad,24.8,,0.0,11.8
28/06/2024,Karachi,23.9,44.3,1.2,11.7
27/12/2024,Peshawar,21.8,,0.0,13.0
08/12/2024,Karachi,21.8,,0.0,15.9
2024-08-30,Multan,18.6,66.4,0.5,8.1
08/03/2024,Lahore,30.2,63.9,0.0,18.8
05/09/2024,Peshawar,17.5,68.7,0.0,11.2
19/04/2024,Lahore,35.4,61.0,0.0,0.8
09/06/2024,Islamabad,26.1,45.8,0.0,22.4
20/06/2024,Islamabad,26.6,36.8,0.0,15.7
2024-11-23,Multan,20.2,59.7,0.0,15.8
2024-03-03,Lahore,35.5,50.3,0.0,-15.7
2024-01-18,Karachi,29.0,68.3,0.0,10.0
2024-04-25,Karachi,38.5,43.4,3.2,8.7
2024-10-03,Islamabad,12.5,56.9,0.1,0.8
2024-05-02,Multan,38.5,41.9,0.0,10.9
29/09/2024,Multan,19.5,72.1,0.0,13.5
2024-04-21,Lahore,34.5,60.1,0.0,20.0
04/06/2024,Peshawar,27.2,34.5,0.0,16.7
2024-07-26,Karachi,25.4,63.4,0.0,14.5
2024-03-19,Islamabad,31.8,61.2,0.0,11.5
2024-10-05,Multan,18.3,58.8,0.0,23.4
2024-10-04,Lahore,16.6,62.9,0.0,14.6
2024-08-02,Multan,,39.7,4.4,9.9
18/05/2024,Karachi,36.3,52.2,0.0,16.4
2024-01-31,Peshawar,28.8,28.4,0.0,5.2
2024-11-24,Peshawar,16.7,51.8,0.0,12.5
03/11/2024,Karachi,18.7,28.0,0.0,8.3
2024-04-04,Islamabad,31.3,56.6,0.0,16.8
06/04/2024,Peshawar,33.9,53.6,0.0,4.7
2024-04-22,Islamabad,30.8,55.7,0.0,0.6
2024-08-29,Islamabad,16.8,69.3,0.1,7.8
2024-11-10,Islamabad,17.8,52.3,0.0,12.5
2024-06-08,Karachi,32.3,58.7,0.0,10.9
2024-09-12,Karachi,20.9,71.2,0.0,14.4
2024-09-24,Karachi,20.4,87.5,0.0,9.5
2024-11-11,Karachi,19.2,50.5,0.0,4.6
23/11/2024,Karachi,23.1,57.2,0.0,10.7
2024-01-06,Karachi,27.3,35.9,2.8,13.4
16/06/2024,Multan,,34.5,0.0,15.8
2024-07-13,Lahore,23.1,45.2,0.0,18.9
22/04/2024,Multan,36.0,28.4,0.0,10.9
16/12/2024,Karachi,29.0,51.9,0.0,-15.4
23/06/2024,Karachi,28.8,48.7,0.0,17.8
07/01/2024,Lahore,23.3,88.7,0.0,14.8
2024-01-20,Lahore,28.7,54.3,0.0,15.1
25/06/2024,Peshawar,23.2,84.8,0.0,11.8
08/12/2024,Peshawar,18.9,43.3,0.0,9.0
2024-03-08,Multan,36.0,41.0,1.9,8.6
12/04/2024,Karachi,36.3,55.9,0.0,18.0
2024-10-29,Karachi,16.5,50.0,0.0,17.3
2024-12-21,Lahore,23.7,39.7,0.0,9.3
2024-04-13,Islamabad,30.1,73.0,0.0,13.0
13/12/2024,Peshawar,17.2,37.2,0.0,12.1
10/03/2024,Karachi,35.1,71.8,0.0,14.8
13/08/2024,Islamabad,17.3,,0.0,15.0
2024-11-15,Lahore,16.3,54.9,0.2,6.0
2024-10-01,Lahore,13.4,69.3,0.9,12.7
13/08/2024,Karachi,23.1,63.4,0.0,7.1
2024-03-17,Multan,32.3,71.2,0.0,13.9
05/04/2024,Multan,38.5,54.8,4.6,8.8
2024-03-12,Islamabad,29.4,87.2,0.0,14.2
2024-06-25,Islamabad,26.7,46.3,0.0,2.4
16/03/2024,Lahore,30.5,54.6,0.0,15.9
02/06/2024,Islamabad,30.1,32.9,0.0,16.9
15/07/2024,Peshawar,18.4,14.3,0.0,21.1
2024-05-06,Lahore,37.7,63.1,0.0,8.8
16/10/2024,Islamabad,16.7,61.3,0.0,18.6
2024-01-28,Lahore,32.8,55.7,1.7,7.6
26/11/2024,Multan,20.1,31.9,0.0,3.7
02/08/2024,Islamabad,18.8,59.8,0.0,7.6
2024-12-13,Islamabad,23.8,51.7,1.2,15.0
2024-09-04,Lahore,18.6,55.8,0.0,12.5
24/03/2024,Peshawar,31.4,84.2,0.0,3.7
2024-05-20,Multan,34.8,52.9,0.0,6.1
11/12/2024,Islamabad,20.4,51.2,0.0,9.3
2024-09-18,Multan,18.3,53.8,0.0,9.9
17/06/2024,Lahore,28.3,83.4,0.0,8.1
2024-02-01,Lahore,32.7,42.8,5.0,-14.8
08/01/2024,Peshawar,22.3,44.0,0.0,8.6
2024-07-08,Peshawar,19.9,49.4,0.0,21.4
06/02/2024,Islamabad,29.6,63.8,0.0,9.3
20/10/2024,Islamabad,14.5,75.1,0.0,2.5
28/09/2024,Lahore,12.3,49.4,0.0,5.7
2024-11-17,Islamabad,19.4,59.0,0.0,12.8
2024-11-21,Karachi,22.2,53.4,0.0,9.6
10/03/2024,Peshawar,,31.8,0.0,10.3
2024-11-21,Islamabad,13.7,45.1,0.0,14.1
2024-03-03,Karachi,37.6,57.8,0.0,14.4
30/09/2024,Peshawar,15.7,34.8,0.0,10.8
20/02/2024,Multan,35.8,30.6,0.0,11.8
2024-09-21,Peshawar,12.5,36.1,0.0,14.1
02/03/2024,Multan,36.1,67.6,0.0,8.9
16/08/2024,Peshawar,11.9,88.9,0.0,11.2
2024-01-03,Karachi,31.2,42.1,0.0,3.1
20/11/2024,Peshawar,14.3,41.9,0.0,12.7
11/02/2024,Peshawar,31.4,43.1,0.0,18.0
2024-11-14,Multan,22.5,59.2,0.0,-6.2
2024-03-03,Islamabad,32.2,41.5,0.0,2.4
06/04/2024,Lahore,35.2,48.5,0.7,18.3
06/10/2024,Lahore,16.7,73.4,0.0,15.5
25/05/2024,Peshawar,31.7,62.3,0.0,8.7
15/06/2024,Islamabad,21.9,49.3,0.0,19.4
22/07/2024,Peshawar,20.9,56.8,0.0,13.6
2024-10-30,Karachi,21.1,41.7,0.0,-1.1
2024-04-10,Peshawar,33.9,59.9,0.0,7.1
2024-01-17,Karachi,29.7,52.4,0.0,22.9
16/10/2024,Multan,15.7,41.8,0.0,9.0
2024-06-15,Karachi,32.5,39.0,0.0,-7.8
30/12/2024,Islamabad,22.1,65.5,0.1,8.2
16/09/2024,Islamabad,11.1,38.6,0.3,10.5
2024-12-05,Peshawar,16.8,29.9,0.0,15.1
2024-04-08,Islamabad,31.3,30.2,0.0,3.7
07/09/2024,Islamabad,12.8,77.7,0.0,8.6
25/04/2024,Islamabad,31.0,66.7,0.0,8.0
21/11/2024,Multan,21.2,53.3,0.0,7.4
02/02/2024,Karachi,,,0.0,10.2
10/02/2024,Peshawar,31.1,26.3,0.0,16.0
20/05/2024,Islamabad,27.7,69.3,0.0,8.2
17/01/2024,Multan,25.1,46.9,0.0,17.6
2024-01-13,Islamabad,25.2,52.2,0.0,13.4
2024-02-03,Lahore,31.3,45.0,0.0,13.9
30/04/2024,Peshawar,30.5,50.4,0.0,4.5
22/12/2024,Peshawar,22.6,45.8,0.0,15.3
2024-06-11,Multan,30.4,53.3,0.0,3.5
2024-10-09,Multan,16.9,55.1,1.3,9.9
06/09/2024,Peshawar,14.3,83.6,0.0,9.9
2024-06-01,Lahore,33.6,63.1,0.0,17.3
14/08/2024,Peshawar,14.4,41.6,0.0,7.9
2024-09-02,Peshawar,12.0,58.6,0.0,11.8
2024-05-17,Lahore,31.0,52.3,0.0,12.3
27/10/2024,Islamabad,12.8,35.6,0.0,13.7
30/07/2024,Islamabad,,65.2,0.0,0.4
05/04/2024,Karachi,37.1,47.5,0.0,6.5
11/07/2024,Peshawar,21.0,65.5,0.0,13.0
10/10/2024,Multan,18.4,25.2,0.0,12.4
2024-01-01,Karachi,28.3,54.3,0.0,9.5
16/04/2024,Karachi,35.7,55.1,0.0,18.6
2024-03-22,Islamabad,36.2,62.2,0.0,29.6
22/06/2024,Karachi,32.5,68.6,0.0,15.1
2024-11-15,Karachi,21.1,54.1,0.0,-1.2
12/02/2024,Lahore,31.1,61.0,0.0,14.4
10/06/2024,Islamabad,27.2,,0.0,20.0
16/05/2024,Lahore,32.5,50.7,0.0,6.8
2024-06-30,Multan,25.8,50.3,0.0,4.1
2024-07-23,Multan,20.5,54.8,0.0,15.1
2024-10-30,Peshawar,13.2,30.8,0.0,18.7
2024-01-14,Karachi,31.4,59.2,1.6,18.6
2024-11-27,Lahore,17.8,84.3,0.0,-8.7
07/12/2024,Peshawar,19.8,10.0,0.0,8.7
2024-02-13,Lahore,31.1,60.7,0.0,10.0
17/02/2024,Multan,34.0,60.2,0.0,12.8
13/11/2024,Multan,18.5,52.2,0.0,13.4
22/04/2024,Peshawar,34.0,43.1,0.0,12.6
2024-12-17,Peshawar,20.5,80.3,0.0,6.5
2024-07-02,Islamabad,24.1,49.6,0.0,12.1
01/08/2024,Karachi,24.0,52.9,0.0,6.5
21/03/2024,Islamabad,33.9,51.0,0.0,11.3
2024-10-07,Karachi,17.1,69.4,0.0,12.5
20/09/2024,Multan,17.8,42.7,0.0,1.9
2024-02-04,Multan,37.2,72.0,0.0,8.9
2024-02-17,Peshawar,31.8,59.3,0.0,4.3
2024-01-25,Karachi,32.2,73.1,0.0,13.3
2024-12-12,Lahore,22.6,50.4,0.0,13.8
